no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,room_type_reserved,lead_time,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Not Selected,required_car_parking_space_1,market_segment_type_Offline,market_segment_type_Online,market_segment_type_other,arrival_year_2018,arrival_month_2,arrival_month_3,arrival_month_4,arrival_month_5,arrival_month_6,arrival_month_7,arrival_month_8,arrival_month_9,arrival_month_10,arrival_month_11,arrival_month_12,arrival_date_mid_month,arrival_date_start_month,booking_status
2,1.0986122886681098,2,1.3862943611198906,6,5.135798437050262,158.95,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0.0,1,0.0,1,2.8903717578961645,85.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0,0,1.0986122886681098,1,5.241747015059643,130.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2,0.0,6,2.6390573296152584,1,4.875197323201151,101.98,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2,0.0,1,1.0986122886681098,1,3.4011973816621555,161.67,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,0,1.0986122886681098,1,4.6443908991413725,115.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2,0.0,0,1.3862943611198906,1,5.187385805840755,108.3,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0.6931471805599453,2,0.6931471805599453,1,4.219507705176107,112.9,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,0.0,0,1.3862943611198906,4,4.394449154672439,135.27,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.0,0,1.3862943611198906,1,4.736198448394496,100.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0.0,1,0.0,1,4.174387269895637,94.5,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0.0,0,1.3862943611198906,1,5.3230099791384085,100.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,0.0,0,1.0986122886681098,1,3.5263605246161616,81.09,0.6931471805599453,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0.0,0,0.6931471805599453,1,2.5649493574615367,119.0,1.0986122886681098,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,0.0,0,1.3862943611198906,4,3.9318256327243257,60.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1.0986122886681098,2,1.3862943611198906,2,5.5134287461649825,67.26,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,0,1.0986122886681098,1,2.5649493574615367,67.0,0.6931471805599453,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,0,1.0986122886681098,1,4.276666119016055,78.3,0.6931471805599453,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0.6931471805599453,0,1.3862943611198906,1,2.1972245773362196,134.75,1.0986122886681098,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.0,2,1.0986122886681098,1,3.828641396489095,46.9,0.6931471805599453,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0,0,0.6931471805599453,1,4.04305126783455,99.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3,0.0,0,1.3862943611198906,4,4.356708826689592,128.7,1.0986122886681098,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0.0,1,1.3862943611198906,1,3.091042453358316,91.25,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0.0,2,1.0986122886681098,1,3.5263605246161616,103.05,0.6931471805599453,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0.0,1,1.6094379124341003,1,5.236441962829949,152.15,1.0986122886681098,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,0.0,0,0.6931471805599453,1,4.663439094112067,75.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0.0,1,0.6931471805599453,1,2.70805020110221,137.16,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0.0,0,0.6931471805599453,1,4.174387269895637,85.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,0.0,1,1.0986122886681098,1,3.044522437723423,149.0,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.0,0,0.6931471805599453,1,0.0,97.0,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0.0,1,1.6094379124341003,4,4.919980925828125,144.9,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,1.0986122886681098,0,1.3862943611198906,6,3.970291913552122,207.9,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0.0,0,1.3862943611198906,1,4.290459441148391,105.3,1.3862943611198906,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0.0,1,0.0,1,2.4849066497880004,65.0,0.6931471805599453,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.0,0,1.0986122886681098,1,3.4965075614664802,73.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,0.0,1,1.0986122886681098,1,3.6109179126442243,109.0,0.6931471805599453,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.0,1,0.6931471805599453,1,3.6375861597263857,105.3,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2,0.0,1,1.3862943611198906,1,5.1298987149230735,171.9,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0.0,0,1.0986122886681098,1,3.044522437723423,115.0,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0.0,1,1.0986122886681098,1,3.258096538021482,85.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,0.0,2,0.0,4,1.6094379124341003,166.0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,1,1.3862943611198906,1,5.351858133476067,72.75,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.0,1,1.6094379124341003,1,1.3862943611198906,90.6,0.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0.0,2,1.3862943611198906,1,4.564348191467836,59.5,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0.6931471805599453,0,0.6931471805599453,4,0.0,141.49,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.0,0,1.3862943611198906,1,5.560681631015528,90.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2,0.6931471805599453,0,1.0986122886681098,1,3.091042453358316,169.0,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.0,1,1.0986122886681098,1,3.367295829986474,87.0,0.6931471805599453,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0,0,1.0986122886681098,1,5.680172609017068,115.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1.0986122886681098,1,1.0986122886681098,6,2.995732273553991,194.67,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0,1,0.6931471805599453,1,5.241747015059643,105.3,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2,0.0,2,1.0986122886681098,4,3.295836866004329,108.58,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0.0,1,1.6094379124341003,1,4.882801922586371,81.25,0.6931471805599453,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0.0,2,0.6931471805599453,1,3.295836866004329,152.33,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.0,0,0.6931471805599453,1,4.859812404361672,99.9,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0.0,2,1.791759469228055,4,3.912023005428146,101.51,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,0.0,0,0.6931471805599453,1,2.9444389791664403,109.0,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0,1,1.0986122886681098,1,4.060443010546419,90.67,0.6931471805599453,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0.0,1,1.0986122886681098,1,3.258096538021482,104.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0.0,0,1.3862943611198906,1,2.4849066497880004,160.0,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0.6931471805599453,2,1.791759469228055,1,4.418840607796598,74.8,1.3862943611198906,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,0.0,0,1.3862943611198906,4,5.749392985908253,91.8,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2,0.0,1,0.6931471805599453,1,4.110873864173311,65.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0,1.3862943611198906,1,3.258096538021482,129.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0.0,2,0.6931471805599453,1,4.983606621708336,94.5,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0.0,0,1.0986122886681098,1,5.583496308781699,115.0,0.6931471805599453,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0.0,1,1.6094379124341003,1,4.51085950651685,88.74,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0.0,0,1.0986122886681098,1,4.007333185232471,78.3,0.6931471805599453,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0.6931471805599453,1,0.6931471805599453,60.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.0,1,1.791759469228055,4,5.220355825078324,115.32,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0.0,2,0.6931471805599453,1,4.770684624465665,72.5,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0.0,0,1.0986122886681098,1,4.31748811353631,109.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.0,1,1.0986122886681098,1,4.23410650459726,105.3,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,1,0.0,4,4.795790545596741,140.4,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2,0.0,1,0.0,1,3.7376696182833684,126.9,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,0.0,0,0.6931471805599453,1,1.9459101490553132,98.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0.0,1,1.791759469228055,1,5.153291594497779,90.67,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,0.0,0,1.3862943611198906,1,4.736198448394496,100.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0.6931471805599453,1,1.0986122886681098,4,4.5217885770490405,140.4,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,0.0,0,1.3862943611198906,1,2.5649493574615367,72.07,0.6931471805599453,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,1,0.0,1,3.9512437185814275,65.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0.0,0,1.0986122886681098,1,4.624972813284271,95.88,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2,0.0,2,0.6931471805599453,4,3.784189633918261,65.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.0,2,1.3862943611198906,1,5.402677381872279,90.95,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.0,2,1.0986122886681098,1,4.564348191467836,109.65,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0.0,2,1.3862943611198906,1,5.327876168789581,90.95,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1.0986122886681098,2,1.3862943611198906,6,1.3862943611198906,229.0,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0.0,4,2.3978952727983707,4,4.997212273764115,118.88,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,0.0,1,1.791759469228055,1,4.406719247264253,85.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,0.0,1,1.3862943611198906,4,4.290459441148391,119.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2,0.0,2,1.3862943611198906,1,5.262690188904886,76.5,1.0986122886681098,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0.0,1,1.3862943611198906,1,4.51085950651685,80.75,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.0,0,0.6931471805599453,1,1.9459101490553132,65.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0.0,0,1.0986122886681098,1,5.934894195619588,115.0,0.6931471805599453,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2,0.0,2,1.0986122886681098,1,4.90527477843843,65.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0.0,0,1.6094379124341003,1,3.58351893845611,60.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.0,0,0.6931471805599453,1,4.477336814478207,94.25,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0.0,2,0.6931471805599453,1,4.61512051684126,80.75,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,2,1.0986122886681098,1,3.6375861597263857,95.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.0,2,1.0986122886681098,1,5.438079308923196,80.75,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0.0,2,1.0986122886681098,1,3.258096538021482,72.76,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.0,1,1.0986122886681098,1,5.236441962829949,108.9,1.3862943611198906,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.0,0,0.6931471805599453,1,4.605170185988092,80.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.0,0,1.3862943611198906,1,5.0238805208462765,80.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0.0,2,1.0986122886681098,4,3.828641396489095,124.1,0.6931471805599453,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0.0,1,1.0986122886681098,1,3.6109179126442243,68.5,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2,0.0,0,1.0986122886681098,1,4.465908118654584,105.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,1,0.0,1,3.8501476017100584,86.4,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,0.0,0,1.3862943611198906,1,4.276666119016055,120.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0.0,1,0.6931471805599453,1,5.393627546352362,96.3,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2,0.0,0,1.0986122886681098,1,4.634728988229636,76.5,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1.0986122886681098,2,0.0,6,4.820281565605037,201.6,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0.0,0,0.6931471805599453,1,3.044522437723423,127.0,1.0986122886681098,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,2,1.6094379124341003,4,3.9889840465642745,128.1,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,0.0,1,1.0986122886681098,1,0.0,145.0,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.0,0,1.6094379124341003,1,5.081404364984463,97.75,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2,0.0,0,0.6931471805599453,1,3.044522437723423,93.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0,2,0.6931471805599453,1,2.3978952727983707,85.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.0,0,1.6094379124341003,4,2.995732273553991,131.35,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.0,2,0.6931471805599453,4,4.941642422609304,124.5,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0.0,0,1.0986122886681098,4,4.955827057601261,163.8,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,2,0.0,1,2.4849066497880004,67.4,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0,2,1.791759469228055,4,4.204692619390966,138.99,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0.0,0,1.0986122886681098,1,2.833213344056216,75.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0.0,1,1.6094379124341003,5,3.713572066704308,115.2,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.0,0,1.0986122886681098,1,3.1354942159291497,95.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0.0,0,1.0986122886681098,1,5.54907608489522,115.0,0.6931471805599453,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2,0.0,1,1.3862943611198906,1,3.4011973816621555,88.4,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2,0.6931471805599453,2,1.6094379124341003,4,1.6094379124341003,145.25,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0.0,1,1.0986122886681098,1,4.574710978503383,118.8,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2,0.0,1,0.6931471805599453,1,4.330733340286331,79.2,0.6931471805599453,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0.0,0,1.0986122886681098,1,0.0,109.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0.0,2,0.6931471805599453,4,4.875197323201151,104.4,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.0,2,1.0986122886681098,4,3.1780538303479458,125.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0.0,0,0.6931471805599453,1,4.02535169073515,104.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0.0,0,1.3862943611198906,1,3.7612001156935624,94.5,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.0,2,1.0986122886681098,1,5.099866427824199,100.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0.0,2,0.6931471805599453,1,3.4965075614664802,65.14,0.6931471805599453,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,0.0,1,1.3862943611198906,4,4.454347296253507,143.23,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0.0,1,1.3862943611198906,1,4.820281565605037,105.3,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0.0,0,1.0986122886681098,1,3.6888794541139363,109.0,0.6931471805599453,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0.0,0,1.6094379124341003,1,4.02535169073515,109.8,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0.6931471805599453,0,0.6931471805599453,4,1.3862943611198906,77.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.0,1,1.6094379124341003,4,3.6888794541139363,98.1,0.6931471805599453,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,0,1.0986122886681098,1,3.6888794541139363,109.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0.0,1,1.6094379124341003,4,4.276666119016055,63.49,0.6931471805599453,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,1,1.6094379124341003,4,3.332204510175204,138.2,1.3862943611198906,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2,0.0,0,1.0986122886681098,1,5.153291594497779,94.95,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0.0,0,1.0986122886681098,1,5.762051382780177,120.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,0.0,0,1.0986122886681098,1,5.181783550292085,100.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0.0,1,1.3862943611198906,1,5.062595033026967,101.58,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,0.0,0,1.3862943611198906,4,4.727387818712341,146.7,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.0,0,0.6931471805599453,1,1.9459101490553132,85.0,0.6931471805599453,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0,1,1.0986122886681098,1,4.969813299576001,126.9,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,0.0,2,1.791759469228055,2,4.700480365792417,74.89,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0.0,0,0.6931471805599453,1,4.532599493153256,90.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0.0,2,1.0986122886681098,4,3.1780538303479458,135.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,0.0,2,1.791759469228055,1,3.9889840465642745,66.53,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.0,1,1.6094379124341003,1,2.3978952727983707,76.08,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,0.0,1,0.0,1,2.5649493574615367,107.0,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.0,0,1.0986122886681098,1,4.634728988229636,109.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,0.0,1,1.3862943611198906,4,4.605170185988092,132.6,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0.0,0,1.3862943611198906,1,4.189654742026425,60.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.6931471805599453,1,1.0986122886681098,4,3.367295829986474,121.33,1.0986122886681098,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0.0,0,0.6931471805599453,1,1.791759469228055,159.0,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.0,2,1.791759469228055,4,2.9444389791664403,97.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0,1,1.0986122886681098,1,5.267858159063328,120.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2,0.0,0,1.3862943611198906,1,4.6443908991413725,95.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2,0.0,0,1.3862943611198906,1,2.8903717578961645,123.62,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0.0,0,1.6094379124341003,1,4.61512051684126,140.0,0.6931471805599453,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,0,1.3862943611198906,1,5.3471075307174685,81.9,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0.0,1,1.0986122886681098,1,4.04305126783455,126.9,0.6931471805599453,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
